tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
gplearn,anon-node-02,W1,61,11,feynman-ii.38.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.38.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3/formula.py
gplearn,anon-node-02,W1,62,12,Keijzer-7,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7,sim-datasets-data/keijzer/Keijzer-7,keijzer,keijzer,Keijzer-7,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-7/formula.py
gplearn,anon-node-02,W1,63,13,feynman-bonus.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,srsd,srsd/srsd-feynman_hard,feynman-bonus.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/formula.py
gplearn,anon-node-02,W1,64,14,feynman-i.39.10,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.39.10,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/formula.py
gplearn,anon-node-02,W1,65,15,feynman-i.50.26,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,srsd,srsd/srsd-feynman_hard,feynman-i.50.26,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/formula.py
gplearn,anon-node-02,W1,66,16,Nguyen-5,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5,sim-datasets-data/nguyen/Nguyen-5,nguyen,nguyen,Nguyen-5,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/formula.py
gplearn,anon-node-02,W1,67,17,Nguyen-6,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6,sim-datasets-data/nguyen/Nguyen-6,nguyen,nguyen,Nguyen-6,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/formula.py
gplearn,anon-node-02,W1,68,18,Nguyen-9,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9,sim-datasets-data/nguyen/Nguyen-9,nguyen,nguyen,Nguyen-9,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/formula.py
gplearn,anon-node-02,W1,69,19,feynman-ii.8.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.8.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/formula.py
gplearn,anon-node-02,W1,70,20,III.21.20_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_3_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/formula.py
gplearn,anon-node-02,W1,71,21,feynman-ii.36.38,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.36.38,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/formula.py
gplearn,anon-node-02,W1,72,22,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
gplearn,anon-node-02,W1,73,23,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
gplearn,anon-node-02,W1,74,24,feynman-iii.4.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.4.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/formula.py
gplearn,anon-node-02,W1,75,25,feynman-bonus.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/formula.py
gplearn,anon-node-02,W1,76,26,feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.17,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/formula.py
gplearn,anon-node-02,W1,77,27,I.40.1_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,llm-srbench,llm-srbench/lsrtransform,I.40.1_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/formula.py
gplearn,anon-node-02,W1,78,28,III.21.20_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/formula.py
gplearn,anon-node-02,W1,79,29,I.11.19_5_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,llm-srbench,llm-srbench/lsrtransform,I.11.19_5_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/formula.py
gplearn,anon-node-02,W1,80,30,II.37.1_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,llm-srbench,llm-srbench/lsrtransform,II.37.1_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/formula.py
gplearn,anon-node-02,W1,81,31,II.36.38_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/formula.py
gplearn,anon-node-02,W1,82,32,II.34.2_1_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,llm-srbench,llm-srbench/lsrtransform,II.34.2_1_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/formula.py
