logical_key,condition,algorithm,dataset_id,seed,task_id,host,availability_status,q_star,m_eff,eff_score,unavailable_reason,required_action,evaluation_path,bundle_path,bundle_sha256,native_eff_schema_version
drsr::CRK10::s520::noise001,noise001,drsr,CRK10,520,drsr_s520_noise001_g0009,anon-node-06,available,0.5079975356029639,0.8766707368114213,87.66707368114213,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK10::s521::noise001,noise001,drsr,CRK10,521,drsr_s521_noise001_g0009,anon-node-06,available,0.5252717471564834,0.8904664421439453,89.04664421439453,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK10::s522::noise001,noise001,drsr,CRK10,522,drsr_s522_noise001_g0009,anon-node-02,available,0.46930391449498804,0.964532153771648,96.45321537716481,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s520::noise001,noise001,drsr,CRK11,520,drsr_s520_noise001_g0010,anon-node-06,available,0.4791172389454295,0.69142423381611,69.142423381611,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s521::noise001,noise001,drsr,CRK11,521,drsr_s521_noise001_g0010,anon-node-06,available,0.46539744140870937,0.9338237495675759,93.38237495675759,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK11::s522::noise001,noise001,drsr,CRK11,522,drsr_s522_noise001_g0010,anon-node-06,available,0.4813725147699605,0.9546367300253918,95.46367300253918,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s520::noise001,noise001,drsr,CRK33,520,drsr_s520_noise001_g0011,anon-node-08,available,0.5300578196355983,0.9241012016490546,92.41012016490546,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s521::noise001,noise001,drsr,CRK33,521,drsr_s521_noise001_g0011,anon-node-08,available,0.4587437428435515,0.9637655247757115,96.37655247757115,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::CRK33::s522::noise001,noise001,drsr,CRK33,522,drsr_s522_noise001_g0011,anon-node-06,available,0.45977699684567835,0.9682196129277254,96.82196129277254,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s520::noise001,noise001,drsr,CRK34,520,drsr_s520_noise001_g0012,anon-node-08,available,0.5130216375073271,0.8486518240839456,84.86518240839456,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s521::noise001,noise001,drsr,CRK34,521,drsr_s521_noise001_g0012,anon-node-08,available,0.4784215127149723,0.9203250900964984,92.03250900964984,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::CRK34::s522::noise001,noise001,drsr,CRK34,522,drsr_s522_noise001_g0012,anon-node-06,available,0.451120801815934,0.5898667781198654,58.986677811986546,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s520::noise001,noise001,drsr,I.11.19_4_0,520,drsr_s520_noise001_g0013,anon-node-08,available,0.222441567185229,0.9989459024507531,99.8945902450753,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s521::noise001,noise001,drsr,I.11.19_4_0,521,drsr_s521_noise001_g0013,anon-node-08,available,0.2388723049812907,0.9417777331606355,94.17777331606355,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s522::noise001,noise001,drsr,I.11.19_4_0,522,drsr_s522_noise001_g0013,anon-node-06,available,0.22242546425946763,0.9956233049223935,99.56233049223935,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s520::noise001,noise001,drsr,II.11.27_1_0,520,drsr_s520_noise001_g0014,anon-node-08,available,0.22275228791483542,0.6773745870935705,67.73745870935704,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s521::noise001,noise001,drsr,II.11.27_1_0,521,drsr_s521_noise001_g0014,anon-node-08,available,0.14295666856959,0.9999770613461654,99.99770613461654,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s522::noise001,noise001,drsr,II.11.27_1_0,522,drsr_s522_noise001_g0014,anon-node-06,available,0.1429846768693004,0.999854338995641,99.9854338995641,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s520::noise001,noise001,drsr,II.34.2_1_0,520,drsr_s520_noise001_g0015,anon-node-08,available,0.8509565978110596,0.8695026317876569,86.95026317876568,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s521::noise001,noise001,drsr,II.34.2_1_0,521,drsr_s521_noise001_g0015,anon-node-08,available,0.8346177136601302,0.789448739171275,78.9448739171275,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s522::noise001,noise001,drsr,II.34.2_1_0,522,drsr_s522_noise001_g0015,anon-node-06,available,0.21995168748168537,0.95351346774934,95.351346774934,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s520::noise001,noise001,drsr,II.6.15b_3_0,520,drsr_s520_noise001_g0016,anon-node-08,available,0.209319345975842,0.790293877870388,79.0293877870388,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s521::noise001,noise001,drsr,II.6.15b_3_0,521,drsr_s521_noise001_g0016,anon-node-08,available,0.22746933649037943,0.9742558031718113,97.42558031718113,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s522::noise001,noise001,drsr,II.6.15b_3_0,522,drsr_s522_noise001_g0016,anon-node-06,available,0.22747120992913727,0.9250754234253501,92.507542342535,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s520::noise001,noise001,drsr,III.21.20_3_0,520,drsr_s520_noise001_g0017,anon-node-08,available,0.18049249697660302,0.8544883503663296,85.44883503663297,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s521::noise001,noise001,drsr,III.21.20_3_0,521,drsr_s521_noise001_g0017,anon-node-08,available,0.15096898545965187,0.9973226876874245,99.73226876874244,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s522::noise001,noise001,drsr,III.21.20_3_0,522,drsr_s522_noise001_g0017,anon-node-06,available,0.20397517638411278,0.7754941133517085,77.54941133517084,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s520::noise001,noise001,drsr,Keijzer-11,520,drsr_s520_noise001_g0001,anon-node-06,available,0.16745947225124497,0.7915452345631196,79.15452345631196,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s521::noise001,noise001,drsr,Keijzer-11,521,drsr_s521_noise001_g0001,anon-node-06,available,0.23694627784893635,0.5701300110683973,57.01300110683973,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s522::noise001,noise001,drsr,Keijzer-11,522,drsr_s522_noise001_g0001,anon-node-02,available,0.23507033359300472,0.313930037427692,31.3930037427692,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s520::noise001,noise001,drsr,Keijzer-2,520,drsr_s520_noise001_g0002,anon-node-06,available,0.19612406052195264,0.7530940175212278,75.30940175212278,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s521::noise001,noise001,drsr,Keijzer-2,521,drsr_s521_noise001_g0002,anon-node-06,available,0.2733146167519055,0.6973490175165018,69.73490175165018,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s522::noise001,noise001,drsr,Keijzer-2,522,drsr_s522_noise001_g0002,anon-node-02,available,0.1965599796963079,0.832285369221573,83.2285369221573,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s520::noise001,noise001,drsr,Korns-2,520,drsr_s520_noise001_g0003,anon-node-06,available,0.14059108317975733,0.9696369504282072,96.96369504282072,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s521::noise001,noise001,drsr,Korns-2,521,drsr_s521_noise001_g0003,anon-node-06,available,0.14019719787082724,0.9813054149842128,98.13054149842128,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s522::noise001,noise001,drsr,Korns-2,522,drsr_s522_noise001_g0003,anon-node-02,available,0.14036878207174153,0.9730291175049915,97.30291175049915,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s520::noise001,noise001,drsr,Korns-4,520,drsr_s520_noise001_g0004,anon-node-06,available,0.3399020127252859,0.9940375894787561,99.40375894787562,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s521::noise001,noise001,drsr,Korns-4,521,drsr_s521_noise001_g0004,anon-node-06,available,0.3411202150396629,0.9899165514475843,98.99165514475843,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s522::noise001,noise001,drsr,Korns-4,522,drsr_s522_noise001_g0004,anon-node-02,available,0.341133724554094,0.9899174162305415,98.99174162305415,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s520::noise001,noise001,drsr,MatSci21,520,drsr_s520_noise001_g0018,anon-node-08,available,0.7144402469436308,0.8700429583995993,87.00429583995994,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s521::noise001,noise001,drsr,MatSci21,521,drsr_s521_noise001_g0018,anon-node-08,available,0.5551633040353864,0.9573835158663518,95.73835158663519,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s522::noise001,noise001,drsr,MatSci21,522,drsr_s522_noise001_g0018,anon-node-06,available,0.7384998570546857,0.9716062018321994,97.16062018321993,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s520::noise001,noise001,drsr,Nguyen-12,520,drsr_s520_noise001_g0021,anon-node-02,available,0.46031573128604936,0.9871860895780672,98.71860895780672,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s521::noise001,noise001,drsr,Nguyen-12,521,drsr_s521_noise001_g0021,anon-node-02,available,0.4382109833980307,0.9694685587157964,96.94685587157964,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s522::noise001,noise001,drsr,Nguyen-12,522,drsr_s522_noise001_g0021,anon-node-02,available,0.421222694500792,0.949956100540005,94.99561005400051,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-6::s520::noise001,noise001,drsr,Nguyen-6,520,drsr_s520_noise001_g0022,anon-node-02,available,0.3948289739369074,0.739866204261907,73.9866204261907,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-6::s521::noise001,noise001,drsr,Nguyen-6,521,drsr_s521_noise001_g0022,anon-node-02,available,0.35779028398609797,0.12391682207389708,12.391682207389708,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
